gene,cluster,study,cluster_study,class,timing
SUMO2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SRSF4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
XRCC5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ATP5E,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ATP5B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TPM4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BEX1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UQCRB,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BPTF,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RPL28,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
COX6C,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CDC20,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SRRM2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
FOXG1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RPS10,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
FNBP1L,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BTF3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ANKRD12,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CYCS,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CEP170,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SPDL1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SERBP1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
LARP7,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
DPYSL2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
YWHAQ,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
FBXO5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PTGES3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
H2AFY,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ENAH,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZC3H13,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NKTR,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CSRP2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
XIST,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PSMA4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RDX,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
KMT2E,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PRR11,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CALM3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MYH10,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RANBP1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
KIF18A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SRP9,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SRSF5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CENPU,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PAX6,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CHCHD2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
G2E3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TMBIM6,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZNF292,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
HINT1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZNF638,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NIPBL,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PIF1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
EIF3A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BAZ1B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TUBA1C,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
EIF5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
FTL,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SNRPD2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
LSM5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RACGAP1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PNRC2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UBXN4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CSDE1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ARHGAP21,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RPS26,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
COX6A1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UBE2T,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BTG3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PCBP2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
COX7A2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
HDGF,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
AKAP12,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PSRC1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SNHG6,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UBC,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RPL3P4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PRDX1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TOP1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
GAS2L3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MACF1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
DAAM1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
KTN1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CCAR1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PAPOLA,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
LRRC75A-AS1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
HJURP,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TIA1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NEK2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PPP2R5C,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
WHSC1L1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
DDX6,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RTF1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SUPT16H,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MAD2L1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NDUFS5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CHD9,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SLTM,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RSF1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MT-ND1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CEP97,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RB1CC1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MT-ATP8,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
H2AFX,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZNF326,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
DNAJC8,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NONO,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CCT6A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TCEAL4,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CDCA8,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TMA7,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
RPL13P12,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CDKN3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TRIM24,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SMC1A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
DHX9,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
U2SURP,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MT-ND3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PARK7,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NCAM1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TOP2B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PPDPF,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PEG10,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PAK2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
COX4I1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TROAP,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
MZT2B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
BCLAF1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
C12orf57,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
QSER1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
AKIRIN2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SRRM1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ANP32B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UBL5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CCDC14,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
UPF3A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZCCHC11,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
FAM64A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ZFR,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PRPF40A,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
APLP2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NDUFC2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
LDHA,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ARPC5,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SCRN1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ATP5L,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ST13,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CDCA2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
TCEB2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CDKN1B,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
SREK1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
KIFC1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
ARPC2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
EEF2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
AURKB,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
PARP1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CENPC,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
XPO1,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
CNN3,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
NUDCD2,Cycling progenitor G2/M phase (PgG2M),geschwind,Cycling progenitor G2/M phase (PgG2M)_geschwind,progenitor,precursor
